ID_Number,country,iso3,year,popul,lifeE,infla,gdpPC,d_popul,d_lifeE,d_infla,d_gdpPC
00000,Australia,AUS,1961, 0010483000.000000, 70.973171, 0002.287580, 001880.484895, 00232761.500000, 0.062683,-0002.024155, 00022.065087
00001,Australia,AUS,1962, 0010742000.000000, 70.942439,-0000.319489, 001857.561273, 00233500.000000,-0.030732,-0000.823278, 00044.846295
00002,Australia,AUS,1963, 0010950000.000000, 70.911707, 0000.641025, 001970.177484, 00212500.000000,-0.030732, 0001.592858, 00138.464094
00003,Australia,AUS,1964, 0011167000.000000, 70.880976, 0002.866227, 002134.489461, 00219000.000000,-0.030732, 0001.382280, 00157.089172
00004,Australia,AUS,1965, 0011388000.000000, 70.850244, 0003.405585, 002284.355827, 00242000.000000,-0.030732, 0000.213592, 00106.443553
00005,Australia,AUS,1966, 0011651000.000000, 70.819512, 0003.293411, 002347.376566, 00205500.000000, 0.009512, 0000.036337, 00149.775848
00006,Australia,AUS,1967, 0011799000.000000, 70.869268, 0003.478259, 002583.907524, 00179000.000000, 0.049756,-0000.386202, 00190.428847
00007,Australia,AUS,1968, 0012009000.000000, 70.919024, 0002.521007, 002728.234261, 00232000.000000, 0.049756,-0000.099786, 00205.976837
00008,Australia,AUS,1969, 0012263000.000000, 70.968780, 0003.278687, 002995.861199, 00249000.000000, 0.049756, 0000.459072, 00290.764401
00009,Australia,AUS,1970, 0012507000.000000, 71.018537, 0003.439152, 003309.763063, 00337000.000000, 0.049756, 0001.429711, 00252.237417
00010,Australia,AUS,1971, 0012937000.000000, 71.068293, 0006.138108, 003500.336032, 00335000.000000, 0.219512, 0001.292476, 00322.730621
00011,Australia,AUS,1972, 0013177000.000000, 71.457561, 0006.024104, 003955.224304, 00221500.000000, 0.389268, 0001.476398, 00638.588569
00012,Australia,AUS,1973, 0013380000.000000, 71.846829, 0009.090904, 004777.513169, 00273000.000000, 0.389268, 0004.696287, 01268.260456
00013,Australia,AUS,1974, 0013723000.000000, 72.236098, 0015.416677, 006491.745216, 00256500.000000, 0.389268, 0003.035758, 01118.079214
00014,Australia,AUS,1975, 0013893000.000000, 72.625366, 0015.162420, 007013.671598, 00155000.000000, 0.389268,-0001.046887, 00502.768269
00015,Australia,AUS,1976, 0014033000.000000, 73.014634, 0013.322903, 007497.281754, 00149500.000000, 0.359512,-0001.426297, 00386.368222
00016,Australia,AUS,1977, 0014192000.000000, 73.344390, 0012.309827, 007786.408041, 00162500.000000, 0.329756,-0002.658999, 00383.578575
00017,Australia,AUS,1978, 0014358000.000000, 73.674146, 0008.004904, 008264.438904, 00161000.000000, 0.329756,-0001.593903, 00760.706619
00018,Australia,AUS,1979, 0014514000.000000, 74.003902, 0009.122021, 009307.821280, 00167000.000000, 0.329756, 0001.065472, 00979.424882
00019,Australia,AUS,1980, 0014692000.000000, 74.333659, 0010.135849, 010223.288668, 00204630.000000, 0.329756, 0000.182820, 01281.521014
00020,Australia,AUS,1981, 0014923260.000000, 74.663415, 0009.487661, 011870.863308, 00246123.500000, 0.285610, 0000.607992, 01287.193614
00021,Australia,AUS,1982, 0015184247.000000, 74.904878, 0011.351832, 012797.675896, 00235106.000000, 0.241463, 0000.275620,-00169.230251
00022,Australia,AUS,1983, 0015393472.000000, 75.146341, 0010.038900, 011532.402806, 00197572.000000, 0.241463,-0003.695712,-00180.689495
00023,Australia,AUS,1984, 0015579391.000000, 75.387805, 0003.960408, 012436.296905, 00197420.000000, 0.241463,-0001.652107,-00038.511547
00024,Australia,AUS,1985, 0015788312.000000, 75.629268, 0006.734686, 011455.379711, 00219479.500000, 0.241463, 0002.544972,-00515.093802
00025,Australia,AUS,1986, 0016018350.000000, 75.870732, 0009.050353, 011406.109301, 00237781.000000, 0.261220, 0000.899159, 00105.075058
00026,Australia,AUS,1987, 0016263874.000000, 76.151707, 0008.533004, 011665.529827, 00256907.000000, 0.280976,-0000.917198, 01448.491873
00027,Australia,AUS,1988, 0016532164.000000, 76.432683, 0007.215957, 014303.093048, 00275271.000000, 0.280976,-0000.499553, 03096.011114
00028,Australia,AUS,1989, 0016814416.000000, 76.713659, 0007.533899, 017857.552055, 00266482.000000, 0.280976, 0000.058533, 01985.234239
00029,Australia,AUS,1990, 0017065128.000000, 76.994634, 0007.333024, 018273.561526, 00234810.000000, 0.280976,-0002.178615, 00513.937696
00030,Australia,AUS,1991, 0017284036.000000, 77.275610, 0003.176669, 018885.427447, 00206753.500000, 0.191707,-0003.160398, 00188.403011
00031,Australia,AUS,1992, 0017478635.000000, 77.378049, 0001.012228, 018650.367548, 00175386.000000, 0.301220,-0000.711506,-00580.443748
00032,Australia,AUS,1993, 0017634808.000000, 77.878049, 0001.753658, 017724.539950, 00163416.500000, 0.250000, 0000.478703,-00247.369674
00033,Australia,AUS,1994, 0017805468.000000, 77.878049, 0001.969635, 018155.628200, 00185037.000000,-0.024390, 0001.437053, 01377.317439
00034,Australia,AUS,1995, 0018004882.000000, 77.829268, 0004.627764, 020479.174827, 00209649.500000, 0.100000, 0000.322872, 01950.105145
00035,Australia,AUS,1996, 0018224767.000000, 78.078049, 0002.615379, 022055.838491, 00209077.500000, 0.325610,-0002.201435, 01602.160035
00036,Australia,AUS,1997, 0018423037.000000, 78.480488, 0000.224895, 023683.494896, 00191408.500000, 0.276829,-0000.877625,-00269.899088
00037,Australia,AUS,1998, 0018607584.000000, 78.631707, 0000.860130, 021516.040315, 00194613.500000, 0.225610, 0000.629122,-01466.925259
00038,Australia,AUS,1999, 0018812264.000000, 78.931707, 0001.483139, 020749.644378, 00210609.000000, 0.301220, 0001.798654, 00196.478244
00039,Australia,AUS,2000, 0019028802.000000, 79.234146, 0004.457437, 021908.996802, 00231218.500000, 0.351220, 0001.461995,-00507.996684
00040,Australia,AUS,2001, 0019274701.000000, 79.634146, 0004.407130, 019733.651010, 00233204.000000, 0.351220,-0000.737933,-00786.950391
00041,Australia,AUS,2002, 0019495210.000000, 79.936585, 0002.981571, 020335.096019, 00223018.000000, 0.302439,-0000.837266, 02011.969418
00042,Australia,AUS,2003, 0019720737.000000, 80.239024, 0002.732598, 023757.589847, 00218756.000000, 0.276829,-0000.319157, 05275.477038
00043,Australia,AUS,2004, 0019932722.000000, 80.490244, 0002.343257, 030886.050095, 00228053.500000, 0.301220,-0000.020384, 05388.808712
00044,Australia,AUS,2005, 0020176844.000000, 80.841463, 0002.691829, 034535.207271, 00259122.000000, 0.275610, 0000.606015, 02886.387126
00045,Australia,AUS,2006, 0020450966.000000, 81.041463, 0003.555287, 036658.824348, 00325389.000000, 0.225610,-0000.182108, 03296.520195
00046,Australia,AUS,2007, 0020827622.000000, 81.292683, 0002.327614, 041128.247662, 00399116.500000, 0.176829, 0000.397505, 06576.191187
00047,Australia,AUS,2008, 0021249199.000000, 81.395122, 0004.350297, 049811.206722, 00432015.500000, 0.125610,-0000.278247, 00913.300913
00048,Australia,AUS,2009, 0021691653.000000, 81.543902, 0001.771120, 042954.849488, 00391275.500000, 0.150000,-0000.715980, 01251.343591
00049,Australia,AUS,2010, 0022031750.000000, 81.695122, 0002.918337, 052313.893904, 00324185.500000, 0.175610, 0000.766364, 09922.270007
00050,Australia,AUS,2011, 0022340024.000000, 81.895122, 0003.303848, 062799.389502, 00350857.500000, 0.175610,-0000.577777, 07993.773174
00051,Australia,AUS,2012, 0022733465.000000, 82.046341, 0001.762783, 068301.440251, 00394052.500000, 0.126829,-0000.426983, 02838.644674
00052,Australia,AUS,2013, 0023128129.000000, 82.148780, 0002.449882, 068476.678850, 00371110.500000, 0.126829, 0000.362573,-02742.117038
00053,Australia,AUS,2014, 0023475686.000000, 82.300000, 0002.487929, 062817.206175, 00343933.000000, 0.125610,-0000.470757,-05753.158773
00054,Australia,AUS,2015, 0023815995.000000, 82.400000, 0001.508368, 056970.361303, 00357610.500000, 0.074390,-0000.605468,-06366.381057
00055,Australia,AUS,2016, 0024190907.000000, 82.448780, 0001.276994, 050084.444061, 00388296.500000, 0.050000, 0000.220138,-01426.406792
00056,Australia,AUS,2017, 0024592588.000000, 82.500000, 0001.948643, 054117.547719, 00386175.500000, 0.150000, 0000.317203, 03662.864837
00057,Australia,AUS,2018, 0024963258.000000, 82.748780, 0001.911400, 057410.173735, 00371119.000000, 0.200000,-0000.168936, 00538.605396
00058,Australia,AUS,2019, 0025334826.000000, 82.900000, 0001.610771, 055194.758510, 00342995.000000, 0.225610,-0000.532250,-02713.360684
00059,Australia,AUS,2020, 0025649248.000000, 83.200000, 0000.846901, 051983.452367, 00175293.000000, 0.200000, 0000.626571, 02782.072965
00060,Australia,AUS,2021, 0025685412.000000, 83.300000, 0002.863913, 060758.904440, 00184736.500000, 0.000000, 0002.873598, 06593.033373
00061,Australia,AUS,2022, 0026018721.000000, 83.200000, 0006.594097, 065169.519112, 00487255.000000,-0.124390, 0001.366553, 02149.736437
00062,Australia,AUS,2023, 0026659922.000000, 83.051220, 0005.597018, 065058.377315, 00589045.500000,-0.074390,-0001.713765,-00282.766741
00063,Austria,AUT,1961, 0007086299.000000, 69.577317, 0003.542240, 001036.728204, 00041162.500000, 0.361951, 0001.218025, 00076.549688
00064,Austria,AUT,1962, 0007129864.000000, 69.309512, 0004.381799, 001093.014191, 00044756.000000,-0.066829,-0000.416736, 00067.914621
00065,Austria,AUT,1963, 0007175811.000000, 69.443659, 0002.708767, 001172.557446, 00046968.500000, 0.306220,-0000.256618, 00091.221481
00066,Austria,AUT,1964, 0007223801.000000, 69.921951, 0003.868564, 001275.457153, 00047539.000000, 0.139268, 0001.111075, 00104.259906
00067,Austria,AUT,1965, 0007270889.000000, 69.722195, 0004.930916, 001381.077258, 00049132.500000, 0.061951,-0000.906871, 00109.295981
00068,Austria,AUT,1966, 0007322066.000000, 70.045854, 0002.054821, 001494.049114, 00053054.500000, 0.097805,-0000.478122, 00098.032109
00069,Austria,AUT,1967, 0007376998.000000, 69.917805, 0003.974673, 001577.141477, 00046668.500000, 0.005854, 0000.355022, 00095.806501
00070,Austria,AUT,1968, 0007415403.000000, 70.057561, 0002.764864, 001685.662117, 00032028.500000,-0.042317,-0000.447134, 00128.468301
00071,Austria,AUT,1969, 0007441055.000000, 69.833171, 0003.080404, 001834.078078, 00025841.500000,-0.071463, 0000.803980, 00182.521519
00072,Austria,AUT,1970, 0007467086.000000, 69.914634, 0004.372824, 002050.705154, 00029713.500000, 0.140732, 0000.811927, 00268.787201
00073,Austria,AUT,1971, 0007500482.000000, 70.114634, 0004.704258, 002371.652480, 00038557.500000, 0.274390, 0000.991161, 00430.945309
00074,Austria,AUT,1972, 0007544201.000000, 70.463415, 0006.355146, 002912.595771, 00042816.500000, 0.450000, 0001.413410, 00751.915288
00075,Austria,AUT,1973, 0007586115.000000, 71.014634, 0007.531078, 003875.483056, 00027418.500000, 0.274390, 0001.583321, 00850.011718
00076,Austria,AUT,1974, 0007599038.000000, 71.012195, 0009.521788, 004612.619208,-00003606.000000, 0.050000, 0000.457090, 00694.717332
00077,Austria,AUT,1975, 0007578903.000000, 71.114634, 0008.445259, 005264.917720,-00016756.500000, 0.276829,-0001.101551, 00521.762965
00078,Austria,AUT,1976, 0007565525.000000, 71.565854, 0007.318685, 005656.145138,-00005236.500000, 0.400000,-0001.475321, 00759.516851
00079,Austria,AUT,1977, 0007568430.000000, 71.914634, 0005.494616, 006783.951422,-00001610.000000, 0.223171,-0001.872183, 01258.592063
00080,Austria,AUT,1978, 0007562305.000000, 72.012195, 0003.574319, 008173.329263,-00009502.500000, 0.198780,-0000.893607, 01485.726517
00081,Austria,AUT,1979, 0007549425.000000, 72.312195, 0003.707401, 009755.404456,-00006436.000000, 0.225610, 0001.377003, 01326.821282
00082,Austria,AUT,1980, 0007549433.000000, 72.463415, 0006.328325, 010826.971827, 00009642.500000, 0.250000, 0001.547820,-00203.458066
00083,Austria,AUT,1981, 0007568710.000000, 72.812195, 0006.803042, 009348.488324, 00012353.500000, 0.248780,-0000.446147,-00726.741811
00084,Austria,AUT,1982, 0007574140.000000, 72.960976, 0005.436031, 009373.488206,-00003400.000000, 0.100000,-0001.731939, 00075.781190
00085,Austria,AUT,1983, 0007561910.000000, 73.012195, 0003.339165, 009500.050704,-00006353.000000, 0.325610, 0000.113577,-00208.819957
00086,Austria,AUT,1984, 0007561434.000000, 73.612195, 0005.663186, 008955.848292, 00001537.500000, 0.401220,-0000.074824,-00181.939889
00087,Austria,AUT,1985, 0007564985.000000, 73.814634, 0003.189517, 009136.170926, 00004180.000000, 0.352439,-0001.978871, 02037.989905
00088,Austria,AUT,1986, 0007569794.000000, 74.317073, 0001.705445, 013031.828101, 00004800.500000, 0.476829,-0000.893782, 03596.195190
00089,Austria,AUT,1987, 0007574586.000000, 74.768293, 0001.401953, 016328.561305, 00007761.500000, 0.450000, 0000.105136, 02238.968884
00090,Austria,AUT,1988, 0007585317.000000, 75.217073, 0001.915717, 017509.765868, 00022490.500000, 0.248780, 0000.583198, 00535.980679
00091,Austria,AUT,1989, 0007619567.000000, 75.265854, 0002.568348, 017400.522662, 00046266.500000, 0.175610, 0000.673078, 02043.151176
00092,Austria,AUT,1990, 0007677850.000000, 75.568293, 0003.261872, 021596.068220, 00067662.000000, 0.175610, 0000.384539, 02461.304294
00093,Austria,AUT,1991, 0007754891.000000, 75.617073, 0003.337427, 022323.131249, 00081429.500000, 0.124390, 0000.379488, 01593.321828
00094,Austria,AUT,1992, 0007840709.000000, 75.817073, 0004.020848, 024782.711877, 00075371.000000, 0.225610, 0000.147179, 00832.036237
00095,Austria,AUT,1993, 0007905633.000000, 76.068293, 0003.631785, 023987.203724, 00047704.500000, 0.301220,-0000.533719, 00381.767088
00096,Austria,AUT,1994, 0007936118.000000, 76.419512, 0002.953409, 025546.246053, 00021322.500000, 0.300000,-0000.694209, 03109.931854
00097,Austria,AUT,1995, 0007948278.000000, 76.668293, 0002.243366, 030207.067431, 00011449.500000, 0.225610,-0000.546219, 02049.849536
00098,Austria,AUT,1996, 0007959017.000000, 76.870732, 0001.860971, 029645.945125, 00009881.500000, 0.325610,-0000.468694,-01817.657534
00099,Austria,AUT,1997, 0007968041.000000, 77.319512, 0001.305979, 026571.752363, 00008886.000000, 0.400000,-0000.469252,-01216.740417
00100,Austria,AUT,1998, 0007976789.000000, 77.670732, 0000.922467, 027212.464291, 00012141.500000, 0.278049,-0000.368492, 00253.477899
00101,Austria,AUT,1999, 0007992324.000000, 77.875610, 0000.568994, 027078.708161, 00017388.500000, 0.228049, 0000.711198,-01362.583411
00102,Austria,AUT,2000, 0008011566.000000, 78.126829, 0002.344863, 024487.297469, 00024984.500000, 0.350000, 0001.040504,-01324.106089
00103,Austria,AUT,2001, 0008042293.000000, 78.575610, 0002.650001, 024430.495983, 00035195.500000, 0.275610,-0000.267252, 00923.782373
00104,Austria,AUT,2002, 0008081957.000000, 78.678049, 0001.810358, 026334.862215, 00039565.000000, 0.028049,-0000.647224, 03839.809992
00105,Austria,AUT,2003, 0008121423.000000, 78.631707, 0001.355554, 032110.115966, 00045004.500000, 0.251220, 0000.125424, 05139.694219
00106,Austria,AUT,2004, 0008171966.000000, 79.180488, 0002.061206, 036614.250653, 00053203.000000, 0.350000, 0000.471792, 03023.627131
00107,Austria,AUT,2005, 0008227829.000000, 79.331707, 0002.299138, 038157.370229, 00048337.500000, 0.350000,-0000.309829, 01883.978588
00108,Austria,AUT,2006, 0008268641.000000, 79.880488, 0001.441549, 040382.207830, 00033829.000000, 0.424390,-0000.065291, 04232.796031
00109,Austria,AUT,2007, 0008295487.000000, 80.180488, 0002.168555, 046622.962291, 00026427.500000, 0.275610, 0000.887201, 05599.595203
00110,Austria,AUT,2008, 0008321496.000000, 80.431707, 0003.215950, 051581.398236, 00023918.000000, 0.075610,-0000.831123, 00617.241186
00111,Austria,AUT,2009, 0008343323.000000, 80.331707, 0000.506309, 047857.444664, 00020954.000000, 0.074390,-0000.701208,-02485.129447
00112,Austria,AUT,2010, 0008363404.000000, 80.580488, 0001.813534, 046611.139342, 00024160.000000, 0.325610, 0001.390135, 01629.725344
00113,Austria,AUT,2011, 0008391643.000000, 80.982927, 0003.286579, 051116.895352, 00033293.500000, 0.178049, 0000.336071, 00819.633286
00114,Austria,AUT,2012, 0008429991.000000, 80.936585, 0002.485676, 048250.405914, 00044090.000000, 0.076829,-0000.643211,-00405.770387
00115,Austria,AUT,2013, 0008479823.000000, 81.136585, 0002.000156, 050305.354577, 00058182.500000, 0.276829,-0000.439932, 01532.283174
00116,Austria,AUT,2014, 0008546356.000000, 81.490244, 0001.605812, 051314.972262, 00081438.000000, 0.026829,-0000.551796,-03195.063278
00117,Austria,AUT,2015, 0008642699.000000, 81.190244, 0000.896563, 043915.228021, 00095156.000000, 0.075610,-0000.357110,-03126.736435
00118,Austria,AUT,2016, 0008736668.000000, 81.641463, 0000.891592, 045061.499392, 00077433.500000, 0.226829, 0000.592353, 01624.257278
00119,Austria,AUT,2017, 0008797566.000000, 81.643902, 0002.081269, 047163.742578, 00051926.500000, 0.025610, 0000.553394, 03066.287796
00120,Austria,AUT,2018, 0008840521.000000, 81.692683, 0001.998380, 051194.074984, 00041177.000000, 0.125610,-0000.275187, 01361.126079
00121,Austria,AUT,2019, 0008879920.000000, 81.895122, 0001.530896, 049885.994736, 00038171.500000,-0.250000,-0000.308235,-01238.832547
00122,Austria,AUT,2020, 0008916864.000000, 81.192683, 0001.381911, 048716.409890, 00037938.500000,-0.352439, 0000.617886, 01881.324531
00123,Austria,AUT,2021, 0008955797.000000, 81.190244, 0002.766667, 053648.643798, 00062493.500000, 0.051220, 0003.582480, 01810.181316
00124,Austria,AUT,2022, 0009041851.000000, 81.295122, 0008.546870, 052336.772522, 00087982.000000, 0.301220, 0002.523734, 01465.430189
00125,Austria,AUT,2023, 0009131761.000000, 81.792683, 0007.814134, 056579.504175, 00068065.500000, 0.350000,-0002.804477, 02966.053121
00126,Belgium,BEL,1961, 0009183948.000000, 70.520976, 0000.992676, 001367.788852, 00033544.500000, 0.258780, 0000.552570, 00083.489549
00127,Belgium,BEL,1962, 0009220578.000000, 70.219512, 0001.404607, 001457.265170, 00052911.000000,-0.234756, 0000.577664, 00093.617040
00128,Belgium,BEL,1963, 0009289770.000000, 70.051463, 0002.148003, 001555.022932, 00078767.500000, 0.267805, 0001.382077, 00133.376886
00129,Belgium,BEL,1964, 0009378113.000000, 70.755122, 0004.168761, 001724.018942, 00086948.500000, 0.286951, 0000.958599, 00152.243527
00130,Belgium,BEL,1965, 0009463667.000000, 70.625366, 0004.065201, 001859.509987, 00074847.000000,-0.024390, 0000.002794, 00129.556128
00131,Belgium,BEL,1966, 0009527807.000000, 70.706341, 0004.174348, 001983.131198, 00058662.000000, 0.193780,-0000.667449, 00127.155977
00132,Belgium,BEL,1967, 0009580991.000000, 71.012927, 0002.730303, 002113.821941, 00045474.500000,-0.006585,-0000.736449, 00134.092280
00133,Belgium,BEL,1968, 0009618756.000000, 70.693171, 0002.701450, 002251.315759, 00032520.500000,-0.124024, 0000.511845, 00188.142616
00134,Belgium,BEL,1969, 0009646032.000000, 70.764878, 0003.753992, 002490.107173, 00018396.500000, 0.139390, 0000.603511, 00257.287619
00135,Belgium,BEL,1970, 0009655549.000000, 70.971951, 0003.908472, 002765.890997, 00013565.000000, 0.147805, 0000.294818, 00296.410408
00136,Belgium,BEL,1971, 0009673162.000000, 71.060488, 0004.343629, 003082.927989, 00027783.000000, 0.216585, 0000.769979, 00532.870452
00137,Belgium,BEL,1972, 0009711115.000000, 71.405122, 0005.448431, 003831.631900, 00034279.000000, 0.287439, 0001.305826, 00909.017106
00138,Belgium,BEL,1973, 0009741720.000000, 71.635366, 0006.955280, 004900.962201, 00030652.000000, 0.290366, 0003.614728, 00951.083120
00139,Belgium,BEL,1974, 0009772419.000000, 71.985854, 0012.677888, 005733.798139, 00029490.000000, 0.167927, 0002.906459, 00900.207580
00140,Belgium,BEL,1975, 0009800700.000000, 71.971220, 0012.768199, 006701.377361, 00022904.000000, 0.066951,-0001.804639, 00754.624601
00141,Belgium,BEL,1976, 0009818227.000000, 72.119756, 0009.068610, 007243.047341, 00014829.000000, 0.401341,-0002.836099, 00862.784799
00142,Belgium,BEL,1977, 0009830358.000000, 72.773902, 0007.096001, 008426.946959, 00010653.500000, 0.289146,-0002.299008, 01523.360538
00143,Belgium,BEL,1978, 0009839534.000000, 72.698049, 0004.470593, 010289.768417, 00009012.000000, 0.209878,-0001.313458, 01691.834458
00144,Belgium,BEL,1979, 0009848382.000000, 73.193659, 0004.469084, 011810.615875, 00009854.000000, 0.254512, 0001.089047, 01287.117074
00145,Belgium,BEL,1980, 0009859242.000000, 73.207073, 0006.648688, 012864.002566, 00005300.000000, 0.214024, 0001.579201,-00593.906696
00146,Belgium,BEL,1981, 0009858982.000000, 73.621707, 0007.627487, 010622.802483,-00001469.500000, 0.340488, 0001.038930,-01760.070733
00147,Belgium,BEL,1982, 0009856303.000000, 73.888049, 0008.726549, 009343.861100,-00001731.000000, 0.123659, 0000.017062,-00888.284092
00148,Belgium,BEL,1983, 0009855520.000000, 73.869024, 0007.661610, 008846.234298,-00000465.500000, 0.258415,-0001.192387,-00443.296148
00149,Belgium,BEL,1984, 0009855372.000000, 74.404878, 0006.341775, 008457.268803, 00001394.000000, 0.325610,-0001.396438,-00047.707893
00150,Belgium,BEL,1985, 0009858308.000000, 74.520244, 0004.868734, 008750.818513, 00003225.500000, 0.163415,-0002.523703, 01856.385947
00151,Belgium,BEL,1986, 0009861823.000000, 74.731707, 0001.294368, 012170.040696, 00005963.000000, 0.422805,-0001.657676, 03192.516900
00152,Belgium,BEL,1987, 0009870234.000000, 75.365854, 0001.553383, 015135.852312, 00019920.500000, 0.417073,-0000.066717, 02110.526566
00153,Belgium,BEL,1988, 0009901664.000000, 75.565854, 0001.160935, 016391.093828, 00033731.500000, 0.133415, 0000.776834, 00694.604716
00154,Belgium,BEL,1989, 0009937697.000000, 75.632683, 0003.107051, 016525.061743, 00032857.500000, 0.243049, 0001.143689, 02104.640726
00155,Belgium,BEL,1990, 0009967379.000000, 76.051951, 0003.448312, 020600.375279, 00033394.500000, 0.279756, 0000.054130, 02258.299454
00156,Belgium,BEL,1991, 0010004486.000000, 76.192195, 0003.215311, 021041.660652, 00038889.500000, 0.149634,-0000.510178, 01386.121946
00157,Belgium,BEL,1992, 0010045158.000000, 76.351220, 0002.427956, 023372.619171, 00039994.500000, 0.076585,-0000.230442, 00621.137685
00158,Belgium,BEL,1993, 0010084475.000000, 76.345366, 0002.754426, 022283.936021, 00035222.500000, 0.170244,-0000.025207, 00417.967811
00159,Belgium,BEL,1994, 0010115603.000000, 76.691707, 0002.377541, 024208.554793, 00026168.000000, 0.247683,-0000.643230, 03064.945209
00160,Belgium,BEL,1995, 0010136811.000000, 76.840732, 0001.467967, 028413.826439, 00020517.000000, 0.247805,-0000.150260, 01640.500192
00161,Belgium,BEL,1996, 0010156637.000000, 77.187317, 0002.077021, 027489.555177, 00022217.000000, 0.265000, 0000.080097,-01796.444194
00162,Belgium,BEL,1997, 0010181245.000000, 77.370732, 0001.628160, 024820.938050, 00023185.500000, 0.142927,-0000.563885,-01075.555942
00163,Belgium,BEL,1998, 0010203008.000000, 77.473171, 0000.949250, 025338.443293, 00022587.000000, 0.124390,-0000.253656, 00215.931928
00164,Belgium,BEL,1999, 0010226419.000000, 77.619512, 0001.120848, 025252.801907, 00024121.000000, 0.124390, 0000.797634,-01119.778393
00165,Belgium,BEL,2000, 0010251250.000000, 77.721951, 0002.544518, 023098.886508, 00030075.500000, 0.176829, 0000.674205,-01118.865322
00166,Belgium,BEL,2001, 0010286570.000000, 77.973171, 0002.469258, 023015.071263, 00040767.500000, 0.176829,-0000.449652, 00953.652445
00167,Belgium,BEL,2002, 0010332785.000000, 78.075610, 0001.645214, 025006.191397, 00044781.500000, 0.078049,-0000.440147, 03820.069002
00168,Belgium,BEL,2003, 0010376133.000000, 78.129268, 0001.588964, 030655.209268, 00044176.000000, 0.401220, 0000.226034, 05211.608198
00169,Belgium,BEL,2004, 0010421137.000000, 78.878049, 0002.097283, 035429.407793, 00051242.000000, 0.425610, 0000.596234, 03077.246036
00170,Belgium,BEL,2005, 0010478617.000000, 78.980488, 0002.781433, 036809.701340, 00063410.500000, 0.251220,-0000.153038, 01637.849501
00171,Belgium,BEL,2006, 0010547958.000000, 79.380488, 0001.791208, 038705.106796, 00073541.500000, 0.401220,-0000.479188, 03754.732054
00172,Belgium,BEL,2007, 0010625700.000000, 79.782927, 0001.823056, 044319.165449, 00081007.500000, 0.150000, 0001.349118, 04799.145580
00173,Belgium,BEL,2008, 0010709973.000000, 79.680488, 0004.489444, 048303.397956, 00085396.500000, 0.125610,-0000.938101, 00302.087282
00174,Belgium,BEL,2009, 0010796493.000000, 80.034146,-0000.053146, 044923.340014, 00092806.500000, 0.251220,-0001.150073,-02053.002143
00175,Belgium,BEL,2010, 0010895586.000000, 80.182927, 0002.189299, 044197.393671, 00120885.500000, 0.275610, 0001.792614, 01418.744932
00176,Belgium,BEL,2011, 0011038264.000000, 80.585366, 0003.532082, 047760.829878, 00105673.000000, 0.101220, 0000.325182, 00338.388624
00177,Belgium,BEL,2012, 0011106932.000000, 80.385366, 0002.839663, 044874.170918, 00060571.500000, 0.001220,-0001.209493,-00398.117600
00178,Belgium,BEL,2013, 0011159407.000000, 80.587805, 0001.113096, 046964.594678, 00051062.500000, 0.451220,-0001.249830, 01560.803889
00179,Belgium,BEL,2014, 0011209057.000000, 81.287805, 0000.340003, 047995.778696, 00057394.500000, 0.202439,-0000.275833,-03035.395070
00180,Belgium,BEL,2015, 0011274196.000000, 80.992683, 0000.561429, 040893.804538, 00061182.500000, 0.075610, 0000.816925,-03070.614433
00181,Belgium,BEL,2016, 0011331422.000000, 81.439024, 0001.973853, 041854.549830, 00050481.000000, 0.250000, 0000.782271, 01570.759699
00182,Belgium,BEL,2017, 0011375158.000000, 81.492683, 0002.125971, 044035.323936, 00047816.000000, 0.078049, 0000.039656, 02816.330105
00183,Belgium,BEL,2018, 0011427054.000000, 81.595122, 0002.053165, 047487.210039, 00056911.000000, 0.251220,-0000.344576, 01340.649405
00184,Belgium,BEL,2019, 0011488980.000000, 81.995122, 0001.436820, 046716.622747, 00055775.000000,-0.450000,-0000.656187,-00790.461229
00185,Belgium,BEL,2020, 0011538604.000000, 80.695122, 0000.740792, 045906.287581, 00048607.500000,-0.102439, 0000.501714, 02470.807774
00186,Belgium,BEL,2021, 0011586195.000000, 81.790244, 0002.440249, 051658.238295, 00070803.000000, 0.526829, 0004.428360, 02349.731044
00187,Belgium,BEL,2022, 0011680210.000000, 81.748780, 0009.597512, 050605.749668, 00096875.500000, 0.304878, 0000.804381, 01816.618580
00188,Belgium,BEL,2023, 0011779946.000000, 82.400000, 0004.049011, 055291.475454, 00089200.000000, 0.275610,-0003.227010, 03004.409141
00189,Bangladesh,BGD,1988, 0107216008.000000, 55.174000, 0007.412766, 000247.901466, 02237254.000000, 0.307500,-0001.914608, 00015.753068
00190,Bangladesh,BGD,1989, 0109433799.000000, 55.514000, 0006.045480, 000263.005721, 02208854.500000, 0.324000,-0000.643024, 00017.576136
00191,Bangladesh,BGD,1990, 0111633717.000000, 55.822000, 0006.126718, 000283.053737, 02176655.000000,-0.866500, 0000.155942, 00004.529614
00192,Bangladesh,BGD,1991, 0113787109.000000, 53.781000, 0006.357364, 000272.064948, 02159237.500000, 0.385000,-0001.246321,-00004.794332
00193,Bangladesh,BGD,1992, 0115952192.000000, 56.592000, 0003.634077, 000273.465073, 02172625.500000, 1.646000,-0001.671273, 00004.346163
00194,Bangladesh,BGD,1993, 0118132360.000000, 57.073000, 0003.014819, 000280.757274, 02195493.500000, 0.524000, 0000.839832, 00003.568980
